ObjectSimulationId,ObjectQuestionId,Area,QuestionStem,Letter,Description,Correct
3855,45704,Ética Profissional,"&lt;p&gt;Teresa Silva, advogada atuante na área criminal, tem como clientes Luiz, acusado de tráfico ilícito de drogas, e Roberto, acusado de crimes contra o sistema financeiro nacional. Após serem proferidas decisões judiciais que determinam o bloqueio universal dos patrimônios de Luiz e Roberto, Teresa se indaga a respeito dos meios disponíveis para obter os valores necessários ao reembolso de gastos com a defesa e ao recebimento de honorários desses clientes. Sobre esse assunto, é correto concluir que&lt;br/&gt;&lt;/p&gt;",C,"&lt;p&gt;&lt;span style=""font-size: 12px;float: none;""&gt;Teresa poderá optar pela venda de bens de Luiz em hasta &lt;/span&gt;&lt;span style=""font-size: 12px;float: none;""&gt;pública para o reembolso de gastos com a defesa.&lt;/span&gt;&lt;br/&gt;&lt;/p&gt;",0
3855,45704,Ética Profissional,"&lt;p&gt;Teresa Silva, advogada atuante na área criminal, tem como clientes Luiz, acusado de tráfico ilícito de drogas, e Roberto, acusado de crimes contra o sistema financeiro nacional. Após serem proferidas decisões judiciais que determinam o bloqueio universal dos patrimônios de Luiz e Roberto, Teresa se indaga a respeito dos meios disponíveis para obter os valores necessários ao reembolso de gastos com a defesa e ao recebimento de honorários desses clientes. Sobre esse assunto, é correto concluir que&lt;br/&gt;&lt;/p&gt;",D,"&lt;p&gt;&lt;span style=""font-size: 12px;float: none;""&gt;Teresa não poderá realizar a adjudicação de bens de Roberto &lt;/span&gt;&lt;span style=""font-size: 12px;float: none;""&gt;para a satisfação dos honorários devidos.&lt;/span&gt;&lt;br/&gt;&lt;/p&gt;",0
3855,45726,Tributário,"&lt;p&gt;O Estado Alfa alterou, por meio de lei, a contribuição social para custeio do regime próprio de previdência social, cobrada dos seus servidores ativos, dos aposentados e dos pensionistas. José e Márcio são servidores públicos do mesmo órgão estadual, ganhando cada um, respectivamente, a remuneração mensal de 15 mil reais e 10 mil reais. José, ao notar que a alíquota incidente sobre sua remuneração era de 16,5%, ao passo que para Márcio a alíquota era de 14,5%, ficou indignado e, em relação a essa situação diferenciada, resolve contratar você, como advogado(a), para um eventual questionamento judicial. A respeito da posição de José, assinale a afirmativa correta.&lt;br/&gt;&lt;/p&gt;",A,"&lt;p&gt;&lt;span style=""font-size: 13px;float: none;""&gt;Nenhum tributo incidente sobre a renda ou proventos poderá &lt;/span&gt;&lt;span style=""font-size: 13px;float: none;""&gt;ter alíquotas progressivas, sob pena de violar a capacidade &lt;/span&gt;&lt;span style=""font-size: 13px;float: none;""&gt;contributiva.&lt;/span&gt;&lt;br/&gt;&lt;/p&gt;",0
3855,45726,Tributário,"&lt;p&gt;O Estado Alfa alterou, por meio de lei, a contribuição social para custeio do regime próprio de previdência social, cobrada dos seus servidores ativos, dos aposentados e dos pensionistas. José e Márcio são servidores públicos do mesmo órgão estadual, ganhando cada um, respectivamente, a remuneração mensal de 15 mil reais e 10 mil reais. José, ao notar que a alíquota incidente sobre sua remuneração era de 16,5%, ao passo que para Márcio a alíquota era de 14,5%, ficou indignado e, em relação a essa situação diferenciada, resolve contratar você, como advogado(a), para um eventual questionamento judicial. A respeito da posição de José, assinale a afirmativa correta.&lt;br/&gt;&lt;/p&gt;",B,"&lt;p&gt;&lt;span style=""font-size: 13px;float: none;""&gt;É vedada a adoção de alíquotas progressivas para esta espécie &lt;/span&gt;&lt;span style=""font-size: 13px;float: none;""&gt;de contribuição social, em respeito ao princípio da capacidade &lt;/span&gt;&lt;span style=""font-size: 13px;float: none;""&gt;contributiva.&lt;/span&gt;&lt;br/&gt;&lt;/p&gt;",0
3855,45726,Tributário,"&lt;p&gt;O Estado Alfa alterou, por meio de lei, a contribuição social para custeio do regime próprio de previdência social, cobrada dos seus servidores ativos, dos aposentados e dos pensionistas. José e Márcio são servidores públicos do mesmo órgão estadual, ganhando cada um, respectivamente, a remuneração mensal de 15 mil reais e 10 mil reais. José, ao notar que a alíquota incidente sobre sua remuneração era de 16,5%, ao passo que para Márcio a alíquota era de 14,5%, ficou indignado e, em relação a essa situação diferenciada, resolve contratar você, como advogado(a), para um eventual questionamento judicial. A respeito da posição de José, assinale a afirmativa correta.&lt;br/&gt;&lt;/p&gt;",C,"&lt;p&gt;&lt;span style=""font-size: 13px;float: none;""&gt;A progressividade tributária deve ser obrigatoriamente &lt;/span&gt;&lt;span style=""font-size: 13px;float: none;""&gt;adotada para todos os tributos estaduais, nos termos da &lt;/span&gt;&lt;span style=""font-size: 13px;float: none;""&gt;CRFB/88, garantindo-se efetividade ao princípio da capacidade &lt;/span&gt;&lt;span style=""font-size: 13px;float: none;""&gt;contributiva.&lt;/span&gt;&lt;br/&gt;&lt;/p&gt;",0
3855,45726,Tributário,"&lt;p&gt;O Estado Alfa alterou, por meio de lei, a contribuição social para custeio do regime próprio de previdência social, cobrada dos seus servidores ativos, dos aposentados e dos pensionistas. José e Márcio são servidores públicos do mesmo órgão estadual, ganhando cada um, respectivamente, a remuneração mensal de 15 mil reais e 10 mil reais. José, ao notar que a alíquota incidente sobre sua remuneração era de 16,5%, ao passo que para Márcio a alíquota era de 14,5%, ficou indignado e, em relação a essa situação diferenciada, resolve contratar você, como advogado(a), para um eventual questionamento judicial. A respeito da posição de José, assinale a afirmativa correta.&lt;br/&gt;&lt;/p&gt;",D,"&lt;p&gt;&lt;span style=""font-size: 13px;float: none;""&gt;Esta espécie de contribuição social poderá ter alíquotas &lt;/span&gt;&lt;span style=""font-size: 13px;float: none;""&gt;progressivas de acordo com o valor da base de contribuição.&lt;/span&gt;&lt;br/&gt;&lt;/p&gt;",1
3855,47468,Constitucional,"&lt;p&gt;&lt;span style=\""font-size: 15px;float: none;\""&gt;&lt;/span&gt;Emenda à Constituição inseriu novo direito social na Constituição Federal de 1988. Da análise do dispositivo normativo extraiu-se que a fruição do direito ali previsto somente seria possível com sua devida disciplina legal. Passados sete anos sem que o Congresso Nacional tivesse elaborado a referida regulamentação, mesmo após decisões do Supremo Tribunal Federal que reconheciam a mora e determinavam prazo razoável para a edição da norma regulamentadora, Fernando, que entende fazer jus a tal direito, procurou você, como advogado(a), a fim de saber se há alguma providência judicial a ser tomada para que possa usufruir do direito constitucionalmente previsto. Sobre a hipótese, de acordo com o sistema jurídico-constitucional vigente, assinale a afirmativa que apresenta, corretamente, sua orientação.&lt;br/&gt;&lt;/p&gt;",A,"&lt;p&gt;&lt;span style=""font-size: 13px;float: none;""&gt;A via judicial não é cabível, posto que, com base no princípio &lt;/span&gt;&lt;span style=""font-size: 13px;float: none;""&gt;da separação de poderes, somente a produção de lei &lt;/span&gt;&lt;span style=""font-size: 13px;float: none;""&gt;regulamentadora pelo Congresso Nacional viabilizará a fruição &lt;/span&gt;&lt;span style=""font-size: 13px;float: none;""&gt;do referido direito social.&lt;/span&gt;&lt;br style=""font-size: 13px;""/&gt; &lt;br style=""font-size: 13px;""/&gt;&lt;!--EndFragment--&gt;&lt;br/&gt;&lt;br/&gt;&lt;/p&gt;",0
3855,47468,Constitucional,"&lt;p&gt;&lt;span style=\""font-size: 15px;float: none;\""&gt;&lt;/span&gt;Emenda à Constituição inseriu novo direito social na Constituição Federal de 1988. Da análise do dispositivo normativo extraiu-se que a fruição do direito ali previsto somente seria possível com sua devida disciplina legal. Passados sete anos sem que o Congresso Nacional tivesse elaborado a referida regulamentação, mesmo após decisões do Supremo Tribunal Federal que reconheciam a mora e determinavam prazo razoável para a edição da norma regulamentadora, Fernando, que entende fazer jus a tal direito, procurou você, como advogado(a), a fim de saber se há alguma providência judicial a ser tomada para que possa usufruir do direito constitucionalmente previsto. Sobre a hipótese, de acordo com o sistema jurídico-constitucional vigente, assinale a afirmativa que apresenta, corretamente, sua orientação.&lt;br/&gt;&lt;/p&gt;",B,"&lt;p&gt;&lt;span style=""font-size: 13px;float: none;""&gt;Fernando poderá ingressar com mandado de injunção perante &lt;/span&gt;&lt;span style=""font-size: 13px;float: none;""&gt;o Superior Tribunal de Justiça, o qual, reconhecendo a &lt;/span&gt;&lt;span style=""font-size: 13px;float: none;""&gt;existência de mora por parte do Congresso Nacional, poderá &lt;/span&gt;&lt;span style=""font-size: 13px;float: none;""&gt;determinar que este Tribunal edite a lei regulamentadora &lt;/span&gt;&lt;span style=""font-size: 13px;float: none;""&gt;imediatamente.&lt;/span&gt;&lt;br/&gt;&lt;/p&gt;",0
3855,47468,Constitucional,"&lt;p&gt;&lt;span style=\""font-size: 15px;float: none;\""&gt;&lt;/span&gt;Emenda à Constituição inseriu novo direito social na Constituição Federal de 1988. Da análise do dispositivo normativo extraiu-se que a fruição do direito ali previsto somente seria possível com sua devida disciplina legal. Passados sete anos sem que o Congresso Nacional tivesse elaborado a referida regulamentação, mesmo após decisões do Supremo Tribunal Federal que reconheciam a mora e determinavam prazo razoável para a edição da norma regulamentadora, Fernando, que entende fazer jus a tal direito, procurou você, como advogado(a), a fim de saber se há alguma providência judicial a ser tomada para que possa usufruir do direito constitucionalmente previsto. Sobre a hipótese, de acordo com o sistema jurídico-constitucional vigente, assinale a afirmativa que apresenta, corretamente, sua orientação.&lt;br/&gt;&lt;/p&gt;",C,"&lt;p&gt;&lt;span style=""font-size: 13px;float: none;""&gt;O mandado de injunção, a ser impetrado por Fernando p&lt;/span&gt;&lt;span style=""font-size: 13px;float: none;""&gt;erante o Supremo Tribunal Federal, pode ser utilizado para &lt;/span&gt;&lt;span style=""font-size: 13px;float: none;""&gt;requerer que o Tribunal estabeleça as condições em que se &lt;/span&gt;&lt;span style=""font-size: 13px;float: none;""&gt;dará o exercício do referido direito social, de modo a permitir &lt;/span&gt;&lt;span style=""font-size: 13px;float: none;""&gt;a sua fruição.&lt;/span&gt;&lt;br/&gt;&lt;/p&gt;",1
3855,47468,Constitucional,"&lt;p&gt;&lt;span style=\""font-size: 15px;float: none;\""&gt;&lt;/span&gt;Emenda à Constituição inseriu novo direito social na Constituição Federal de 1988. Da análise do dispositivo normativo extraiu-se que a fruição do direito ali previsto somente seria possível com sua devida disciplina legal. Passados sete anos sem que o Congresso Nacional tivesse elaborado a referida regulamentação, mesmo após decisões do Supremo Tribunal Federal que reconheciam a mora e determinavam prazo razoável para a edição da norma regulamentadora, Fernando, que entende fazer jus a tal direito, procurou você, como advogado(a), a fim de saber se há alguma providência judicial a ser tomada para que possa usufruir do direito constitucionalmente previsto. Sobre a hipótese, de acordo com o sistema jurídico-constitucional vigente, assinale a afirmativa que apresenta, corretamente, sua orientação.&lt;br/&gt;&lt;/p&gt;",D,"&lt;p&gt;&lt;span style=""font-size: 13px;float: none;""&gt;Fernando tem a possibilidade de ajuizar uma ação direta de &lt;/span&gt;&lt;span style=""font-size: 13px;float: none;""&gt;inconstitucionalidade por omissão perante o Supremo &lt;/span&gt;&lt;span style=""font-size: 13px;float: none;""&gt;Tribunal Federal, requerendo que o Tribunal promova sua &lt;/span&gt;&lt;span style=""font-size: 13px;float: none;""&gt;implementação imediata para todos que façam jus ao direito &lt;/span&gt;&lt;span style=""font-size: 13px;float: none;""&gt;social.&lt;/span&gt;&lt;br/&gt;&lt;/p&gt;",0
3855,47486,Tributário,"&lt;p&gt;O Estado Alfa notificou João em 05/05/2022 para, no prazo legal de 30 dias, pagar ou impugnar sua dívida de IPVA referente aos anos de 2020 e 2021. Este, por sua vez, quedou-se inerte e deixou transcorrer o referido prazo sem nada fazer. Logo em seguida, em 15/06/2022, a Secretaria de Fazenda do Estado Alfa, nos termos da legislação, encaminhou a Certidão de Dívida Ativa (CDA) devidamente inscrita em seus registros para o Cartório de Protesto de Títulos local, que expediu intimação ao devedor para pagamento da obrigação tributária, com os acréscimos legais e emolumentos cartorários. João, preocupado com as repercussões decorrentes do protesto extrajudicial da CDA em seu nome, sobretudo em relação aos órgãos de proteção ao crédito, como o Serasa e o Serviço de Proteção ao Crédito – SPC, consulta você, como advogado(a). Diante desse cenário, assinale a afirmativa correta.&lt;br/&gt;&lt;/p&gt;",A,"&lt;p&gt;&lt;span style=""font-size: 13px;float: none;""&gt;Tal protesto viola o sigilo fiscal do contribuinte e cria um dano &lt;/span&gt;&lt;span style=""font-size: 13px;float: none;""&gt;ao seu nome, honra e imagem.&lt;/span&gt;&lt;br/&gt;&lt;/p&gt;",0
3855,47486,Tributário,"&lt;p&gt;O Estado Alfa notificou João em 05/05/2022 para, no prazo legal de 30 dias, pagar ou impugnar sua dívida de IPVA referente aos anos de 2020 e 2021. Este, por sua vez, quedou-se inerte e deixou transcorrer o referido prazo sem nada fazer. Logo em seguida, em 15/06/2022, a Secretaria de Fazenda do Estado Alfa, nos termos da legislação, encaminhou a Certidão de Dívida Ativa (CDA) devidamente inscrita em seus registros para o Cartório de Protesto de Títulos local, que expediu intimação ao devedor para pagamento da obrigação tributária, com os acréscimos legais e emolumentos cartorários. João, preocupado com as repercussões decorrentes do protesto extrajudicial da CDA em seu nome, sobretudo em relação aos órgãos de proteção ao crédito, como o Serasa e o Serviço de Proteção ao Crédito – SPC, consulta você, como advogado(a). Diante desse cenário, assinale a afirmativa correta.&lt;br/&gt;&lt;/p&gt;",B,"&lt;p&gt;&lt;span style=""font-size: 13px;float: none;""&gt;Por não se tratar de um ato de natureza tributária, tal protesto &lt;/span&gt;&lt;span style=""font-size: 13px;float: none;""&gt;será admissível apenas para a cobrança da dívida não &lt;/span&gt;&lt;span style=""font-size: 13px;float: none;""&gt;tributária.&lt;/span&gt;&lt;br/&gt;&lt;/p&gt;",0
3855,47486,Tributário,"&lt;p&gt;O Estado Alfa notificou João em 05/05/2022 para, no prazo legal de 30 dias, pagar ou impugnar sua dívida de IPVA referente aos anos de 2020 e 2021. Este, por sua vez, quedou-se inerte e deixou transcorrer o referido prazo sem nada fazer. Logo em seguida, em 15/06/2022, a Secretaria de Fazenda do Estado Alfa, nos termos da legislação, encaminhou a Certidão de Dívida Ativa (CDA) devidamente inscrita em seus registros para o Cartório de Protesto de Títulos local, que expediu intimação ao devedor para pagamento da obrigação tributária, com os acréscimos legais e emolumentos cartorários. João, preocupado com as repercussões decorrentes do protesto extrajudicial da CDA em seu nome, sobretudo em relação aos órgãos de proteção ao crédito, como o Serasa e o Serviço de Proteção ao Crédito – SPC, consulta você, como advogado(a). Diante desse cenário, assinale a afirmativa correta.&lt;br/&gt;&lt;/p&gt;",C,"&lt;p&gt;&lt;span style=""font-size: 13px;float: none;""&gt;Ao possuir previsão legal expressa, não se consubstanciando &lt;/span&gt;&lt;span style=""font-size: 13px;float: none;""&gt;em uma sanção ilegítima, o ato de protesto é válido.&lt;/span&gt;&lt;br/&gt;&lt;/p&gt;",1
3855,47486,Tributário,"&lt;p&gt;O Estado Alfa notificou João em 05/05/2022 para, no prazo legal de 30 dias, pagar ou impugnar sua dívida de IPVA referente aos anos de 2020 e 2021. Este, por sua vez, quedou-se inerte e deixou transcorrer o referido prazo sem nada fazer. Logo em seguida, em 15/06/2022, a Secretaria de Fazenda do Estado Alfa, nos termos da legislação, encaminhou a Certidão de Dívida Ativa (CDA) devidamente inscrita em seus registros para o Cartório de Protesto de Títulos local, que expediu intimação ao devedor para pagamento da obrigação tributária, com os acréscimos legais e emolumentos cartorários. João, preocupado com as repercussões decorrentes do protesto extrajudicial da CDA em seu nome, sobretudo em relação aos órgãos de proteção ao crédito, como o Serasa e o Serviço de Proteção ao Crédito – SPC, consulta você, como advogado(a). Diante desse cenário, assinale a afirmativa correta.&lt;br/&gt;&lt;/p&gt;",D,"&lt;p&gt;&lt;span style=""font-size: 13px;float: none;""&gt;Embora se admita tal protesto, não se autoriza a inserção do &lt;/span&gt;&lt;span style=""font-size: 13px;float: none;""&gt;nome de João nos cadastros de órgãos de proteção ao crédito.&lt;/span&gt;&lt;br/&gt;&lt;/p&gt;",0
3855,48340,Ética Profissional,"&lt;p&gt;Sebastião, advogado, celebrou contrato de mandato com o cliente Amir, para representá-lo extrajudicialmente, tendo realizado diligências em prol da resolução do imbróglio. Desde a celebração do mandato, passaram-se mais de 20 (vinte) anos, mas as atividades para as quais Amir contratou Sebastião, por sua própria natureza, se protraíram no tempo, sendo ainda necessárias a Amir. Sobre a hipótese apresentada, assinale a afirmativa correta.&lt;br/&gt;&lt;/p&gt;",A,"&lt;p&gt;&lt;span style=""font-size: 13px;float: none;""&gt;O mandato extinguiu-se pelo decurso do tempo, salvo se &lt;/span&gt;&lt;span style=""font-size: 13px;float: none;""&gt;previsto prazo diverso no respectivo instrumento.&lt;/span&gt;&lt;br/&gt;&lt;/p&gt;",0
